id,review,sentiment,clean_review,token
2764,In my opinion this is product is decent for the price. <span>Recommended</span> More info: https://shop.example.com??,neutral,in my opinion this is product is decent for the price recommended more into ,"['opinion', 'product', 'decent', 'price', 'recommended']"
2765,In my opinion this is watch is realy good!!! 😍 <b>Good choice</b> Visit www.example.com 😡!!!,positive,in my opinion this is watch is really good  good choice visit  ,"['opinion', 'watch', 'really', 'good', 'good', 'choice', 'visit']"
2766,In my opinion this is product works gr8 and I luv it 😊 <span>Recommended</span> https://example.com.,positive,in my opinion this is product works grm and i lui it  recommended ,"['opinion', 'product', 'works', 'grm', 'lui', 'recommended']"
2767,"To be honest, the camera is awfull and stopped working 😭!!! 😍",negative,to be honest the camera is awful and stopped working  ,"['honest', 'camera', 'awful', 'stopped', 'working']"
2768,I think it is really phone is decent for the price. <b>Good choice</b> Visit www.example.com??,neutral,i think it is really phone is decent for the price good choice visit ,"['think', 'really', 'phone', 'decent', 'price', 'good', 'choice', 'visit']"
2769,"Well, I think the service is realy good!!! 😍 <span>Recommended</span> https://example.com...",positive,well i think the service is really good  recommended ,"['well', 'think', 'service', 'really', 'good', 'recommended']"
2770,I think it is really shirt is broken and useless!!!.,negative,i think it is really shirt is broken and useless,"['think', 'really', 'shirt', 'broken', 'useless']"
2771,"Well, I think the camera was a horible purchase 😠 <div>Customer review</div> More info: https://shop.example.com.",negative,well i think the camera was a horrible purchase  customer review more into ,"['well', 'think', 'camera', 'horrible', 'purchase', 'customer', 'review']"
2772,"Well, I think the laptop is okay and works fine. <b>Good choice</b>...",neutral,well i think the lawton is okay and works fine good choice,"['well', 'think', 'lawton', 'okay', 'works', 'fine', 'good', 'choice']"
2773,"To be honest, the product was a horible purchase 😠 <b>Good choice</b>!!! 😍",negative,to be honest the product was a horrible purchase  good choice ,"['honest', 'product', 'horrible', 'purchase', 'good', 'choice']"
2774,"Well, I think the shoes is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com??",positive,well i think the shoes is amazing really amazing  customer review more into ,"['well', 'think', 'shoes', 'amazing', 'really', 'amazing', 'customer', 'review']"
2775,"To be honest, the shirt has terrible quality <div>very disappointing</div> <div>Customer review</div>...",negative,to be honest the shirt has terrible quality very disappointing customer review,"['honest', 'shirt', 'terrible', 'quality', 'disappointing', 'customer', 'review']"
2776,"Well, I think the headphones is broken and useless!!! <div>Customer review</div>.",negative,well i think the headphones is broken and useless customer review,"['well', 'think', 'headphones', 'broken', 'useless', 'customer', 'review']"
2777,"Well, I think the camera is realy bad!!! 😡 <b>Good choice</b> Visit www.example.com!!!",negative,well i think the camera is really bad  good choice visit ,"['well', 'think', 'camera', 'really', 'bad', 'good', 'choice', 'visit']"
2778,"I think it is really service is not bad, but not amazing either. <div>Customer review</div>.",neutral,i think it is really service is not bad but not amazing either customer review,"['think', 'really', 'service', 'bad', 'amazing', 'either', 'customer', 'review']"
2779,"Well, I think the headphones is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com!!! 😍",positive,well i think the headphones is amazing really amazing  good choice  ,"['well', 'think', 'headphones', 'amazing', 'really', 'amazing', 'good', 'choice']"
2780,In my opinion this is shoes is decent for the price. <b>Good choice</b> https://example.com??,neutral,in my opinion this is shoes is decent for the price good choice ,"['opinion', 'shoes', 'decent', 'price', 'good', 'choice']"
2781,"To be honest, the book is average, nothing special. <span>Recommended</span> Visit www.example.com??",neutral,to be honest the book is average nothing special recommended visit ,"['honest', 'book', 'average', 'nothing', 'special', 'recommended', 'visit']"
2782,"Well, I think the product is realy bad!!! 😡 <span>Recommended</span> https://example.com!!!",negative,well i think the product is really bad  recommended ,"['well', 'think', 'product', 'really', 'bad', 'recommended']"
2783,"Well, I think the watch is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com!!!",positive,well i think the watch is absolutely fantastic customer review more into ,"['well', 'think', 'watch', 'absolutely', 'fantastic', 'customer', 'review']"
2784,In my opinion this is phone is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> Visit www.example.com??,positive,in my opinion this is phone is amazing really amazing  customer review visit ,"['opinion', 'phone', 'amazing', 'really', 'amazing', 'customer', 'review', 'visit']"
2785,In my opinion this is headphones is realy good!!! 😍 <span>Recommended</span> https://example.com!!!,positive,in my opinion this is headphones is really good  recommended ,"['opinion', 'headphones', 'really', 'good', 'recommended']"
2786,"To be honest, the service is not bad, but not amazing either. <span>Recommended</span> Visit www.example.com 😡!!!",neutral,to be honest the service is not bad but not amazing either recommended visit  ,"['honest', 'service', 'bad', 'amazing', 'either', 'recommended', 'visit']"
2787,"Actually, this product is camera was a horible purchase 😠 Visit www.example.com.",negative,actually this product is camera was a horrible purchase  visit ,"['actually', 'product', 'camera', 'horrible', 'purchase', 'visit']"
2788,In my opinion this is product is realy bad!!! 😡 <span>Recommended</span> Visit www.example.com...,negative,in my opinion this is product is really bad  recommended visit ,"['opinion', 'product', 'really', 'bad', 'recommended', 'visit']"
2789,"Actually, this product is service is awsome and works perfectly 👍 https://example.com!!! 😍",positive,actually this product is service is some and works perfectly   ,"['actually', 'product', 'service', 'works', 'perfectly']"
2790,"Actually, this product is laptop works gr8 and I luv it 😊 <span>Recommended</span> More info: https://shop.example.com??",positive,actually this product is lawton works grm and i lui it  recommended more into ,"['actually', 'product', 'lawton', 'works', 'grm', 'lui', 'recommended']"
2791,"Well, I think the shoes is realy good!!! 😍 More info: https://shop.example.com.",positive,well i think the shoes is really good  more into ,"['well', 'think', 'shoes', 'really', 'good']"
2792,"Actually, this product is phone is awsome and works perfectly 👍 <div>Customer review</div> Visit www.example.com.",positive,actually this product is phone is some and works perfectly  customer review visit ,"['actually', 'product', 'phone', 'works', 'perfectly', 'customer', 'review', 'visit']"
2793,"To be honest, the camera has terrible quality <div>very disappointing</div> <b>Good choice</b> More info: https://shop.example.com??",negative,to be honest the camera has terrible quality very disappointing good choice more into ,"['honest', 'camera', 'terrible', 'quality', 'disappointing', 'good', 'choice']"
2794,I think it is really book was a horible purchase 😠 <span>Recommended</span> https://example.com!!!,negative,i think it is really book was a horrible purchase  recommended ,"['think', 'really', 'book', 'horrible', 'purchase', 'recommended']"
2795,"Well, I think the headphones is realy bad!!! 😡 <span>Recommended</span> 😡!!!",negative,well i think the headphones is really bad  recommended ,"['well', 'think', 'headphones', 'really', 'bad', 'recommended']"
2796,"Well, I think the phone is awfull and stopped working 😭 <span>Recommended</span>!!! 😍",negative,well i think the phone is awful and stopped working  recommended ,"['well', 'think', 'phone', 'awful', 'stopped', 'working', 'recommended']"
2797,"Actually, this product is watch has terrible quality <div>very disappointing</div> <div>Customer review</div> More info: https://shop.example.com 😡!!!",negative,actually this product is watch has terrible quality very disappointing customer review more into  ,"['actually', 'product', 'watch', 'terrible', 'quality', 'disappointing', 'customer', 'review']"
2798,"To be honest, the book is absolutly fantastic!!! <div>Customer review</div> Visit www.example.com...",positive,to be honest the book is absolutely fantastic customer review visit ,"['honest', 'book', 'absolutely', 'fantastic', 'customer', 'review', 'visit']"
2799,"To be honest, the shoes is absolutly fantastic!!! <b>Good choice</b> https://example.com??",positive,to be honest the shoes is absolutely fantastic good choice ,"['honest', 'shoes', 'absolutely', 'fantastic', 'good', 'choice']"
2800,In my opinion this is camera is broken and useless!!! <div>Customer review</div> More info: https://shop.example.com.,negative,in my opinion this is camera is broken and useless customer review more into ,"['opinion', 'camera', 'broken', 'useless', 'customer', 'review']"
